Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Learning Java 17,"<p>Java is one of the top five programming languages, and is used for websites, embedded controllers, and Android app development. Interested in learning how to code with Java? Join instructor Kathryn Hodge as she helps you get up and running with this popular language.</p> 
<p>Kathryn covers all the basics: data types, strings, functions, and loops. She helps you control the flow and logic of your code, and debug your project to make sure it runs perfectly. Along the way, she provides real-world examples and introduces challenges that allow you to practice your new skills. This course is perfect for developers who need to get up to speed with Java fast, as well as for beginning programmers who want their first taste of this popular language.</p>

<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2024-06-23 14:05 UTC,N/A,false,N/A,
SOLIDWORKS: Piping and Routing,"The SOLIDWORKS Premium package contains more complex piping and routing features, which enable designers to integrate piping and tubing early on, ensuring operability and serviceability and avoiding extra costs. This course teaches how to use the SOLIDWORKS Premium routing tools for piping and tubing applications. Start by learning exactly what routing is and how it is used. Instructor Erin Winick then explores making routes, sketching pipes, auto-routing, and editing piping. She adds coverings and features such as weld gaps and valves, and creates pipe drawings. She also covers designing with flexible tubing, which is measured, assembled, and routed differently than pipes. After completion of this course, users should understand all basic functionality of piping and routing in SOLIDWORKS, including the related parts libraries.",Course,2018-08-30 22:30 UTC,N/A,false,N/A,
How to Train Your Brain For Happiness,"Train your brain for happiness! In this course, happiness professor Jay Kumar, PhD shares insights, exercises, and techniques from cutting-edge research in brain science and behavior. The series investigates the concept of happiness and introduces scientific ways of increasing happiness in your life. You can learn how to unlock the brain’s ability to build social connections and trust among teams, coworkers, customers, and other stakeholders; identify opportunities for creating deeper, more meaningful relationships; and leverage four fundamental strategies to help you promote happiness in the workplace and impact the bottom line. Plus, learn how to build enthusiasm about your company, products, and services and create passionate members of your brand or company tribe. Anyone interested in using happiness to reach their full potential in work and life—including business leaders, HR managers, and marketers—should take this course to increase their happiness quotient.<br><br>

This course was created by <a href=""https://genconnectu.com/"" target=""_blank"">genconnectU</a>. We are pleased to offer this training in our library.",Course,2021-06-05 15:18 UTC,N/A,false,N/A,
Transition from Java to Python (2018),"Python is powerful, popular, and allows you to get your programs up and running in relatively few steps. If you're a Java developer interested in learning this highly readable language, then this course is for you. Join Deepa Muralidhar as she helps to acquaint you with the basics of Python. Deepa begins by going over Python syntax and highlighting the essential differences between Python and Java. She then dives into basic concepts—including selection statements and arrays—and discusses functions, methods, and object-oriented programming in Python.",Course,2020-03-12 13:15 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:80782,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:80782,Course,2018-08-27 00:56 UTC,N/A,false,N/A,
HTML5: Video and Audio,"In this course, author Steve Heffernan contextualizes the state of HTML5 audio and video and shows how to embed media into a web page using HTML5. The course sheds light on configuring the new HTML5 audio and video tags, ensuring backwards compatibility by setting alternative playback methods, encoding the needed file formats, and building custom controls with JavaScript. Also included are tutorials on troubleshooting known issues and reviewing real-world examples of HTML5 audio and video.",Course,2018-08-28 23:03 UTC,N/A,false,N/A,
Sketching for Product Design and AEC,"Product designs usually end up as complex CAD drawings before going into production. But they often start as sketches. Sketching allows product designers to generate ideas quickly, without committing resources to any single idea. That's why this course teaches sketching rather than drawing—focusing on speed, creativity, and iteration rather than on one precise depiction of a single concept.<br><br>

Kevin Henry, a product designer and educator responsible for the influential book <em>Drawing for Product Designers</em>, teaches beginning and intermediate students how to visualize ideas for small-scale and mass production with just a pen and paper. He combines explanation, illustration, animation, and hands-on demonstrations of concepts such as sketching basic shapes as well as more complex forms, creating planes, the mechanics and methods of two-point perspective, projection principles, and creating the illusion of shade and casting shadows. The goal is to get students generating ideas, and sketching them as accurately as possible without inhibiting the creative process. At the end of the course, Kevin explains not just how designers sketch products, but also why. When you're done, check out the rest of our product design courses, which expand on advanced methods of sketching and visualization, including prototyping and computer-aided design (CAD).",Course,2019-08-17 20:18 UTC,N/A,false,N/A,
PHP: Accessing Databases with PDO and MySQLi,"Now that PHP has true object-oriented capabilities, it's best practice to access databases using PDO (PHP Data Objects) and MySQLi. These methods produce database-neutral code that works with over a dozen systems, including MySQL, SQL Server, PostgreSQL, and SQLite. Learn how to use PDO and MySQLi to perform basic select, insert, update, and delete operations; improve security with prepared statements; and use transactions to execute multiple queries simultaneously. Author David Powers also covers advanced topics like instantiating custom objects, and compares PDO to MySQLi so you can decide which method is right for you.",Course,2019-06-15 01:43 UTC,N/A,false,N/A,
Learning Personal Branding,"You are the most powerful marketing tool at your disposal. If you are starting a business, establishing your thought leadership, or trying to get ahead in your career, it's a great time to start investing in the brand of you. Learn the secrets of personal branding in this course with marketing expert Chelsea Krost. Chelsea explains how to develop your story, craft your messaging, and define your audience. Then she walks you through building your brand presence online and off, creating a calendar that will help you stay on top of social media and keep your content fresh. Plus, get tips to monetize your personal brand and land speaking engagements and guest roles.",Course,2020-04-20 22:11 UTC,N/A,false,N/A,
Learning Bluebeam Revu: Version 2018 to Version 20,"Explore the essentials of Bluebeam Revu, the PDF collaboration program designed specifically for the architecture, engineering, and construction (AEC) industry. For the designer and detailer, Bluebeam Revu includes plugins for most computer-aided design (CAD) and building information modeling (BIM) software that enables quick and easy conversion of both 2D and 3D drawings into a PDF file that can be easily viewed by the entire project team. For the construction professional, it includes sketch, markup, measurement, and takeoff tools as well as powerful search features specifically designed to work with construction documents.",Course,2021-10-21 13:57 UTC,N/A,false,N/A,
"Python for Data Science Tips, Tricks, & Techniques","Modern work in data science requires skilled professionals versed in analysis workflows and using powerful tools. Python can play an integral role in nearly every aspect of working with data—from ingest, to querying, to extracting and visualizing. This course highlights twelve tips and tricks you can put into practice to improve your skills in Python. These techniques are readily applied and in common data management tasks and include the following: how to ingest data using CSV, JSON, and TXT files; how to explore data using libraries like Pandas; how to organize and join data using DataFrames; how to create charts and graphic representations of data using ggplot in Python; and more.",Course,2020-04-19 23:02 UTC,N/A,false,N/A,
C# Framework Design (2018),"Discover how to design C# frameworks for personal, enterprise, and open-source projects. In this course, join instructor Jesse Freeman as he discusses key framework design concepts, how to organize your code, and how to document and share your frameworks online. Jesse covers code encapsulation and modular classes. He also explains how to extend a framework and enforce an architecture pattern.",Course,2019-10-22 20:20 UTC,N/A,false,N/A,
Influencer Interview: Oprah Winfrey,"Go behind the scenes with Oprah Winfrey and LinkedIn CEO Jeff Weiner as they discuss Oprah's career, the power of intention, and SuperSoul Sunday.<br><br>
 
In the first segment, Oprah discusses her start in television, the guiding force behind her show, and how her current work is all about connection, spirituality, and the earth. In the second, Oprah talks about the power of belief and intention, and how to determine what ""you ultimately want to do"" and the joy of ""getting it."" In the final segment, Oprah talks about SuperSoul Sunday and how we are all looking for validation.",Course,2019-06-14 13:46 UTC,N/A,false,N/A,
Giving Your Elevator Pitch,"It's important to make a good impression in just the first few minutes you spend with potential mentors, clients, or even friends. In this short course, author and business coach Dr. Todd Dewett explains how to tell others what you do and make a memorable impression in a short period of time with a personal ""elevator pitch."" Maximize your connection in a minimal amount of time, and start making valuable additions to your network from the get-go.",Course,2018-11-03 14:53 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:105376,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:105376,Course,2018-08-28 23:12 UTC,N/A,false,N/A,
MySQL Essential Training (2019),"MySQL is one of the most popular database management systems for small- to medium-sized web projects. In this course, Bill Weinman provides clear, concise tutorials that guide you through creating and maintaining a MySQL database of your own. Bill explores the basic syntax, using SQL statements to insert, update, and delete data from your tables. He also covers creating a new database from scratch, as well as working with data types, operators, and string and mathematical functions. Plus, learn about the key differences between standard SQL and SQL as implemented by MySQL.",Course,2019-07-18 17:20 UTC,N/A,false,N/A,
Sheryl Sandberg and Adam Grant on Option B: Building Resilience,"Dodging adversity is often not a choice. Encountering a devastating event—the gut-wrenching kind that zaps away joy—is an inevitability of life. In their <em>New York Times</em> best-selling book <em>Option B: Facing Adversity, Building Resilience, and Finding Joy</em>, Facebook COO Sheryl Sandberg and Wharton psychologist Adam Grant share their insights on building resilience in the face of such setbacks. They offer practical steps you can take to reimagine and rebuild your life when your first choice—your Option A—is no longer on the table, and you're faced with the task of making the absolute best of Option B. This course highlights some of the powerful topics in this book, including how to talk to friends and colleagues who are hurting when you're not sure what to say, how to fight the idea that the hurt you're feeling is permanent, and how to give yourself permission to experience happiness again.<br><br> For additional resources and support, check out <a href=""https://optionb.org/"" target=""_blank""> OptionB.Org</a>, a nonprofit initiative dedicated to helping individuals build resilience in the face of adversity.",Course,2018-10-10 13:28 UTC,N/A,false,N/A,
Pitching to Investors,"Find out what angel investors and venture capital firms are looking for in this course by investor and entrepreneur Jana Trantow. If you are looking to fund your business idea, it is important to understand how private equity differs from traditional lending and the difference between angel investors and venture capital firms. Jana also outlines what milestones or stages of companies angel investors and VCs look for. If your business idea is right for private equity funding, Jana provides guidance on how to connect with investors, prepare for an investor meeting, and deliver your pitch, and offers tips for following up.",Course,2020-04-15 17:45 UTC,N/A,false,N/A,
Guy Kawasaki on How to Rock Social Media,"Entrepreneur and social media expert Guy Kawasaki—who has 1.4 million Twitter followers and more than a quarter million likes on Facebook—shares his experience and knowledge about how to be successful on social media for personal and professional branding. He offers profile optimization tips, discusses great techniques for crafting and distributing shareable content, explores how to best engage with fans and followers, provides tips specific to each major social media platform, and explains how to best integrate social media with a blog.",Course,2019-04-23 22:59 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:372540,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:372540,Course,2018-08-26 20:58 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5006801,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5006801,Course,2020-01-27 15:32 UTC,N/A,false,N/A,
Linux System Engineer: Kernel Tuning and Remote Logging,"The RHCE certification demonstrates expert-level competence with Red Hat Enterprise Linux 7. This course covers two of the key objectives of the certification exam: Linux kernel tuning for performance optimization and remote logging. Computer science instructor and Linux enthusiast Grant McWilliams shows how to change kernel parameters by hand and using tuned profiles. Additionally, he demonstrates how to turn PowerTOP suggestions into tuned profiles. He shows how to tune processor affinity and schedulers with Tuna, and test your optimizations with performance monitoring tools like Performance Co-Pilot (PCP), Turbostat, ps, and GNOME System Monitor. He also shows how to load and customize kernel modules. Last but not least, Grant covers remote logging using rsyslog.",Course,2020-02-14 13:38 UTC,N/A,false,N/A,
IT Security Foundations: Network Security (2015),"Network security is the keystone of IT security, and an important component of the Microsoft Technology Associate (MTA) Security Fundamentals exam (98-367). In this installment of <em>Foundations of IT Security</em>, series creator Lisa Bock will cover one of the main topics of the exam: securing an organization's network to keep interconnected systems and data safe. The course introduces security devices such as firewalls and packet inspectors, network isolation, and common security protocols. She also provides an overview of how to protect clients with antivirus software, encrypt offline files, and implement software restriction policies. Finally, she looks at the often-overlooked topics of mobile device and physical security, which includes securing a building's perimeter and the hardware within.<br><br>

Note: This training maps to a number of the exam topics on the Microsoft Technology Associate (MTA) Security Fundamentals exam (98-367). See <a href=""https://www.microsoft.com/learning/en-us/exam-98-367.aspx"" target=""blank"">https://www.microsoft.com/learning/en-us/exam-98-367.aspx</a> for more information.",Course,2020-02-11 13:21 UTC,N/A,false,N/A,
Leading with Generative AI: Master Change Management for Success,"Master the integration of generative AI within organizational change management in this comprehensive course designed for business leaders and transformation specialists. Through 15 focused modules, instructors Christopher White and Bob Higgins offer insights on how to navigate the unique challenges of implementing AI technologies while maintaining organizational stability and growth. This course introduces the innovative FASTER framework, a structured approach specifically designed for AI-driven transformations. Along the way, explore the historical context of AI compared to past technological innovations, strategic approaches to workforce adaptation and development, practical implementations of the FASTER framework for AI integration, methods for building organizational readiness and acceptance, techniques for sustainable change management in the age of AI, and strategies for measuring and replicating transformation success.",Course,2025-01-26 13:38 UTC,N/A,false,N/A,
JavaScript: Templating,"JavaScript templates take simple web apps to the next level, keeping your application logic separate from your presentation and your HTML and JS files clean. This course provides a look at popular JavaScript template solutions for modern web apps that consume and display data. Joe Marini reviews four popular templating libraries: JQuery Template, a simple solution that plugs straight into jQuery; Handlebars and Mustache, which provide greater flexibility; and Dust, the templating engine for more complex scenarios.",Course,2018-08-28 19:40 UTC,N/A,false,N/A,
Extending and Optimizing a Wi-Fi Network for Small Businesses,"Make your Wi-Fi network better: faster, more secure, and more reliable. Brad Wheeler shows how to test your connection quality, throughput, and interference with site surveys, and use the results to diagnose common wireless problems. He'll also show viewers how to change both basic and ""hidden"" settings, upgrade existing firmware, and even download third-party firmware that can unlock hidden functionality. Plus, learn about hardware options such as extenders and access point types to optimize the range of your Wi-Fi network.<br><br>

Need a more substantial solution? Check out the last chapter on hardware and special security measures for enterprise networks.",Course,2018-08-28 22:41 UTC,N/A,false,N/A,
Web Design Tips: SVG Design,"Watch this video for a selection of quick web design tips about the SVG (Scalable Vector Graphics) format. SVG allows you to design custom vector web visuals, but there are some tricks to making your graphics efficient and smooth. Brian Wood explains the importance of using independent artboards, handling web fonts, keeping your gradients and paths as simple as possible, and working with Photoshop effects inside Illustrator CC.",Course,2018-08-26 22:10 UTC,N/A,false,N/A,
PHP: Clean URLs on Apache Server,"Clean URLs are great. They're elegant, easier to remember, and more user friendly than dynamic URLs. But the primary reason to use clean URLs is for SEO: to make it easier for search engines to index your site. This translates to better search results and increased page visits. Find out how to reap the benefits of clean URLs in your PHP code, in this course with PHP expert David Powers.<br><br> 

Rather than checking URLs individually, David shows how to evaluate and update them sitewide with the Apache mod_rewrite module. Watch these tutorials to learn how to enable mod_rewrite on your server, understand the structure of mod_rewrite rules, remove unnecessary file extensions, convert query strings into readable numbers and text, and use rewrite maps to look up complex values without regular expressions. Plus, learn how to enhance search results and provide searchers with links to specific parts of a webpage.",Course,2019-07-18 23:35 UTC,N/A,false,N/A,
Web Development Foundations: Full-Stack vs Front-End,"Do you want to become a web developer? Nowadays, web development isn't one job. There is a range of technologies and career options to explore. The core responsibilities are split two ways—between front-end developers who specialize in websites and applications and back-end developers who work with servers and databases—but you can also become a full-stack developer who oversees all aspects of a project. This course provides an overview of the different jobs available in web development, the tools and frameworks to focus on, and the skills each job entails. Senior staff author Ray Villalobos also provides tips on finding training, getting hired, and maximizing your earning potential in this lucrative and exciting field.",Course,2018-08-27 11:58 UTC,N/A,false,N/A,
Learning FPGA Development,"Field-programmable gate arrays (FPGAs) straddle the boundary between hardware and software. They are customizable circuits that can be updated by customers or designers after manufacturing or deployment in the field. Rather than programming the chip with a series of instructions, FPGA developers create a logic structure from the gates inside the chip, establishing pathways for future data. A low-cost option for electronics prototyping and experimentation, FPGAs programming is a great entry point to digital systems design. This course provides an orientation to FPGAs, exploring the anatomy of the development boards and proprietary hardware description languages, the possibilities for implementation, and a comparison of the two major competing platforms, Xilinx and Intel. Instructor Eduardo Corpeño also provides demos that show a real application working on both platforms.",Course,2019-06-22 10:36 UTC,N/A,false,N/A,
Windows Server 2016: IP Addressing,"Not all IP addressing takes care of itself. Network administrators know this all too well, which is why one of their cores skills is being able to configure and assign IP addresses in a server environment. In this course, learn how to work with IPv4 and IPv6 in the context of Windows Server 2016. Ed Liberman explains allocation, subnets, and IP address configuration. He also covers connectivity troubleshooting. Because TCP/IP and IP addressing continue to be a substantial part of the function of computer networking, enterprise companies are apt to want to stay on top of the latest versions. Get ready to learn how to help your organization keep communications between resources running strong.",Course,2018-08-25 23:11 UTC,N/A,false,N/A,
Reactive Java 9,"Reactive programming is an asynchronous programming paradigm built around data streams. Events, server requests, messaging, and even values are all conveyed via streams. Using reactive programming in Java applications enables concurrency, which boosts the performance of your applications, and improves standard error handling. This course shows how to develop robust and well-structured Java 9 applications following the Reactive Streams specification. Instructor Manuel Vicente Vivo also covers operators and the popular Akka Streams API for stream processing with backpressure. In the final chapter, he shows how to build a real-life reactive RESTful web application step by step using Spring, Jersey, RxJava 2.0, and Java 9.<br><br>

This course was created and produced by Packt Publishing. We are honored to host this training in our library.",Course,2019-06-14 13:44 UTC,N/A,false,N/A,
Hands-On Advanced Python: Data Engineering Basics,"Looking to get up to speed with advanced coding skills in Python? This course was made for you. Join instructor Joe Marini in this hands-on, interactive, skills-first coding course designed for advanced-level Python developers. Explore critical Python coding skills to boost your technical know-how or prepare for an interview to land a new role. This course includes Code Challenges powered by CoderPad: interactive coding exercises with real-time feedback, so you can get hands-on coding practice to advance your coding skills. Joe helps you develop your skills as a Python programmer with five specific, data-focused coding challenges. Practice parsing and exploring data, working with collections, math and statistics, and more.",Course,2024-06-26 01:09 UTC,N/A,false,N/A,
Migrating from React to Angular,"Learn how to convert a React application into an Angular app. Drake Boley starts with preparation steps: installing the Angular CLI, evaluating the structure of an app's code, and using generators. Next comes the conversion process, including how to handle types, interfaces, components, styles, and controllers. Then, directives and pipes transform templates. Finally, services and routing are explored as alternatives to flux architecture.",Course,2020-02-15 12:37 UTC,N/A,false,N/A,
Learn API Documentation with JSON and XML,"Document the ins and outs of the data sent and received by web APIs so that developers can understand how to build applications that can successfully use that data. Programming and technical writing expert Peter Gruenbaum knows that APIs are becoming increasingly more important, which is why, in this course, he shows you how to document structured data using data-interchange formats to help you establish strong, foundational skills in web API documentation. Peter shares the benefits of creating good documentation, explains the differences between responses and requests, and discusses how to work with common data types and collections—from numbers and text to arrays and dictionaries. He then shows how to create and document structured data using JSON and then XML. He wraps up the course by examining the pros and cons of available documentation and collaboration tools like wikis and knowledge bases.",Course,2019-06-14 01:42 UTC,N/A,false,N/A,
Web Video: Lighting,"Join Rick Allen Lippert, as he shows off some simple and inexpensive lighting techniques to make everyone look their best on camera. This concise course in our <em>On Camera</em> series covers topics such as gathering your equipment, basic lighting for a home or office environment, understanding how color temperature works, and three-point lighting. Rick also touches on how to procure good audio from your recording, how to create the best appearance on camera, and working with built-in and portable webcams.",Course,2019-11-06 13:51 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:693071,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:693071,Course,2019-01-24 19:09 UTC,N/A,false,N/A,
Learning App Store Optimization for iOS and Android Apps,"You've written an app and are ready to send it out into the world. But with the 4+ million apps available for iOS and Android, you can't just press Publish and hope for a hit. To get apps in front of bigger audiences, developers can borrow tips and best practices from the SEO and marketing world. App store optimization (ASO) can help increase your app's ranking, make it more visible in search results, and make it more appealing to potential customers. And you don't have to change a lot of code. ASO is all about the words you use, the metadata you assign, the links you identify, and the visuals you choose. Join app developer and marketer Mike Wong as he shares his tips for marketing apps in the App Store and Google Play, using keyword research, indexing, deep linking, outstanding visuals, and other ASO techniques.",Course,2018-09-18 00:05 UTC,N/A,false,N/A,
Arianna Huffington's Thrive 03: Setting Priorities and Letting Go,"Live a life filled with less stress, greater well-being, and enhanced productivity by learning how to make transformational changes. Pursue the next step in your Thrive journey and discover how to go from coping and surviving to actually thriving. In this third course of a six-course series, Arianna Huffington shares how to set priorities.",Course,2019-09-21 16:44 UTC,N/A,false,N/A,
Cisco Certifications: First Steps (2018),"Planning a career in IT? Cisco certification can open the door to many entry-level jobs, including jobs in network administration, security, and cloud computing. This course prepares anyone planning to pursue Cisco certification to understand the options available and the tools needed to succeed. Review the different paths; the devices, practice environments, and simulators involved; and additional resources for study. Explore the many levels of certification, including CCT, CCENT, CCNA, CCNP, CCIE, and CCAR certification, and get study tips that you can use on any one of the exams.",Course,2018-08-30 14:35 UTC,N/A,false,N/A,
Building RESTful APIs in Laravel (2018),"Laravel is one of the most popular PHP frameworks for building elegant applications. In this course, learn how to build a RESTful API using Laravel. Instructor Justin Yost goes over some of the basic pieces of the framework, and then covers how to build a browse, read, edit, add, and delete (BREAD) API in Laravel. He then shares how to customize your API, including how to load related data or subresources for a primary record, return nested data, and create a logging and rate limit middleware. He also explores how to use Behat to test your API and ensure that it works as expected.",Course,2019-02-18 17:48 UTC,N/A,false,N/A,
Penetration Testing: Advanced Kali Linux,"Kali Linux is the pen-testing professional's main tool, and includes many hundreds of modules for scanning, exploitation, payloads, and post exploitation. In this course you can learn how to use Kali for advanced pen testing, including stealthy testing, privilege escalation, tunneling and exfiltration, and pivoting. Learn how to use the basic toolset and extend Kali, integrating native exploits into the Metasploitable environment. Find out how to generate and maintain a variety of shells, including Python and C++, and discover how to collect and use credentials. Get an introduction to the online Hack The Box lab where you can practice your pen-testing skills. Instructor Malcolm Shore focuses on the advanced customization of exploits and achieving root access through a sustainable shell. He has designed the course to help the learner advance as a professional pen tester, and learn key objectives needed to pass the Offensive Security Certified Professional (OSCP) exam. The training will appeal to all ethical hackers and pen testers, as well as general IT professionals.",Course,2020-02-12 08:58 UTC,N/A,false,N/A,
Practice Exam 4 for CompTIA A+ (220-1102),"<p>This practice exam is intended to help you prepare for the <b>CompTIA A+ (220-1102)</b> certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p><p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-1-for-comptia-a-plus-220-1102"" target=""_blank"">Practice Exam 1 for CompTIA A+ (220-1102)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-comptia-a-plus-220-1102"" target=""_blank"">Practice Exam 2 for CompTIA A+ (220-1102)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-comptia-a-plus-220-1102/"" target=""_blank"">Practice Exam 3 for CompTIA A+ (220-1102)</a></li></li>
</ul>
<p><b>About the certification</b>: To learn more about this certification, visit <a href=""https://www.comptia.org/certifications/a#examdetails"" target=""_blank""><b>CompTIA</b></a>.</p>
<p><i>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</i></p>",Course,2024-07-04 01:03 UTC,N/A,false,N/A,
Particular 4 for After Effects Essential Training,"Red Giant Trapcode Particular—an industry-standard particle generator—is one of the most important plugins for Adobe After Effects. In this course, join Ian Robinson as he helps you get up to speed with using Particular 4 for After Effects. To begin, Ian shows how to create a basic emitter and particle system. He then examines different kinds of emitters and particle attributes; shares how to create custom particles; looks at how lights and cameras are integrated with particle systems; and explains how to build complex particles using multiple systems. After building a solid foundation for working in Particular 4, he dives into some short projects, showing how to stop time with Time Factor, create secondary particle systems from other particles, create light streaks, and more.",Course,2020-02-15 16:23 UTC,N/A,false,N/A,
Figure Drawing: Tonal Rendering,"How can you make a good figure drawing into a great figure drawing? Give it drama with tonal rendering. This course—taught on the iPad Pro—provides you with step-by-step demonstrations that can help you enhance the dimensionality and drama of your figure drawings using tonal rendering techniques. Instructor Amy Wynne starts by demonstrating how to create a five-part tonal gradient, and then shows how to apply this to simple 3D geometric shapes such as an egg, a cylinder, and a block; these shapes serve as the building blocks for constructing your figures. Amy also shows how to build the figure from the inside out—from structure to tonality—and apply silhouette and camouflage using inspiring master drawings as examples. Upon completing this course, you'll be equipped with a few simple techniques that can help you add beautiful lights and shadows to your figure sketches.",Course,2019-10-07 00:03 UTC,N/A,false,N/A,
Advanced Photoshop: Adjustment Layer and Blend Modes (2015),"From powerful shortcuts to precise masking, this course will help you see Photoshop CC's adjustment layers and blend modes in a whole new light. Rich Harrington leads a workshop that unlocks some of the least used options for these powerful features. Learn how to use adjustment layers and blend modes to colorize images, convert photos to black and white, add style, and fix color and tone issues—all completely nondestructively. Rich also explores your ""auto"" options, lookup tables, gradient maps, and Smart Objects, and shows how to limit your adjustments when you want to achieve a more subtle effect.",Course,2019-06-14 23:09 UTC,N/A,false,N/A,
After Effects Scripts & Tips: 2 Design Theory & Animation,"<em>After Effects Scripts & Tips</em> explores the best free third-party scripts, along with tactics, tricks, and workarounds, that make working in After Effects easier, more productive, and much more fun. In this course, instructor Owen Lowery focuses on a the design theories of contrast, repetition, alignment, and proximity (C.R.A.P.) and shows simple, effective ways to put that theory into practice. Learn about color management and how the underlying meaning of colors impact your design. Discover innovative ways to incorporate typography and custom fonts. Find out how to align 3D objects, integrate logo designs into projects, animate text, and more. The lessons aren't linear, so feel free to jump around and explore whatever scripts and tips are most interesting to you.",Course,2019-06-13 19:38 UTC,N/A,false,N/A,
Developing Your Emotional Intelligence (2017),Emotional intelligence can help you build effective relationships at work. Executive coach and organizational psychologist Gemma Roberts explains what emotional intelligence (EQ) is and why it's important. She helps you become more self-aware so that you can identify triggers that may hijack your performance. Gemma also helps you align your intentions and your impact so that you can build strong and collaborative relationships.,Course,2020-05-05 21:33 UTC,N/A,false,N/A,
"Creative Inspirations: Bert Monroy, Digital Painter and Illustrator","Renowned artist Bert Monroy is known for his hyperrealistic style of extremely large format Photoshop illustrations. As an early adopter of digital imaging tools, he has been working with Photoshop since before it was released as a product by Adobe. He is the author of several books that showcase his illustrations and digital paintings, co-authored the very first book about Photoshop, and has authored numerous courses on photorealism for lynda.com. He is the former host of the long-running podcast <em>Pixel Perfect with Bert Monroy</em>, and an inductee of the Photoshop Hall of Fame. This installment of Creative Inspirations takes viewers inside the home studio and the personal world of this modern-day master. Watch as Bert adds the finishing touches to his largest digital image yet, a 25-foot wide digital illustration of New York's Times Square.<br><br>In Bonus Features, Bert talks about the differences between digital and traditional art and how he chooses reference material for his paintings.",Course,2019-06-14 19:13 UTC,N/A,false,N/A,
HTML5: Geolocation,"This course shows how to add location tracking to a web application with a combination of JavaScript, CSS and HTML5. First, author and HTML5 expert Bill Weinman provides a thorough explanation of the geolocation API, including considerations every developer should take into account, such as data dependability, power usage, and privacy concerns. The course then covers how to detect support for geolocation, retrieve coordinates from a device (whether once or continuously), handle errors, and integrate the results with Google Maps to create a location-aware web application that will run on many mobile browsers.",Course,2018-08-29 01:13 UTC,N/A,false,N/A,
Learning Functional Programming with JavaScript ES6+ (2019),"Want to write more robust, maintainable code? In this course, discover how this can be accomplished with functional programming, and learn about the functional concepts at the heart of many JavaScript frameworks and programs. Shaun Wassell begins by explaining what functional programming is and how it compares to object-oriented programming. Shaun then covers the basics of working with first-class functions in JavaScript ES6+, discussing concepts such as higher-order functions and closure. He also shows how functional programming makes working with data structures more straightforward; dives into advanced concepts, including partial application and recursion; and provides challenges that can help you test your understanding of key functional programming concepts.",Course,2019-06-13 12:06 UTC,N/A,false,N/A,
Kids Photography: Newborns,"New parents want photographs of their kids every step of the way—including all their first moments. Family photographer Lauren Enright shows how to plan, scout, and shoot beautiful photographs of new families. Learn techniques for taking portraits that capture a newborn's personality, and find out how to use backdrops in different areas of the home, capture spontaneous moments, and create your own DIY-backdrops for studio-like portraits.<br><br> 

Note: Lauren brings a portable studio setup to supplement the more casual lifestyle shots, but you can use these tips to capture great newborn photos with any camera and good natural light.",Course,2019-09-23 13:32 UTC,N/A,false,N/A,
C++: Move Semantics,"Dive deeper into C++ with move semantics, a key component of C++ resource management. Move semantics allow you to optimize the transfer of data and reallocate memory without extra copy operations. In this course, Bill Weinman helps you understand rvalues (temporary values that are the key to move semantics); create move constructors and operations; and use the copy-and-swap idiom to ""swap in"" new data while destroying the old.",Course,2020-04-27 12:33 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:84812,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:84812,Course,2018-09-14 22:32 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:84811,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:84811,Course,2018-08-25 15:47 UTC,N/A,false,N/A,
